gene,TCGA.D7.5577.01A,TCGA.D7.6818.01A,TCGA.BR.4280.01A,TCGA.D7.8572.01A,GTEX.1399T.1326.SM.5PNVH,GTEX.13OVL.0011.R3b.SM.5L3I8,GTEX.Q2AI.0006.SM.2I3FG,GTEX.ZTSS.1226.SM.51MSZ
,0,0,0,2.7950091385153,79.2224901516441,39.979885981501,0,0
ENSP00000470246,78.5136556375413,64.3637004572793,41.9726089862838,29.114678526201,0,106.325817459423,0,16.7343347382365
ENSP00000488928,89.9907348669494,47.7776699548266,73.0634304576051,71.5056504603497,0,0,0,0
ENSP00000274811,112.162365196488,97.5357614621848,120.736023380298,98.7569895608738,129.563461490367,118.044059902277,170.506785809691,152.951819507482
ENSP00000513632,2.60842709759273,7.92168621012669,5.69998393640891,11.1800365540612,0,0,0,0
ENSP00000389103,235.540966912624,189.625363654908,217.894840478177,181.675594003494,177.161495288198,190.593766791121,264.431924095875,183.575652078455
ENSP00000405196,110.858151647691,103.229473425713,117.367851054238,109.704108686725,0,0,0,0
ENSP00000340294,3.9126406463891,1.98042155253167,2.3318116103491,16.3042199746726,0,0,35.8131822242284,0
ENSP00000301327,87.9039931888752,94.3175764393209,85.4997590461336,88.9744575760703,174.579907014417,159.574889736508,35.8131822242284,152.951819507482
ENSP00000406080,59.7329805348736,57.4322250234185,70.731618847256,66.3814670397383,0,0,0,0
ENSP00000349401,27.3884845247237,20.2993209134496,49.4862241751864,42.8568067905679,181.19522696598,138.206329987775,143.027488757138,246.496750694224
ENSP00000386702,1.04337083903709,45.7972484022949,15.286320556733,1.39750456925765,0,0,0,0
ENSP00000368682,1.04337083903709,3.96084310506334,2.3318116103491,5.59001827703059,41.7894601818245,126.315760450174,0,26.6075922337961
ENSP00000198801,11.477079229408,34.4098244752378,65.8089054476301,7.45335770270746,48.4047801333874,91.1610331216123,0,98.063201566066
ENSP00000410464,62.8630930519849,125.014110503562,41.9726089862838,93.1669712838432,0,0,0,0
ENSP00000283632,71.4709024740409,73.0280447496054,90.6815626246871,88.508622719651,0,0,0,0
ENSP00000466243,154.158041467731,152.492459544939,145.867770736282,129.036255228123,0,17.2327094747849,0,0
ENSP00000299459,0,0,0,0.465834856419216,25.6545334706953,17.4050365695328,0,0
ENSP00000480275,0,0,0,0,187.649197650432,191.455402264861,228.618741871646,212.526051175604
ENSP00000248054,68.0799472471704,72.285386667406,62.9589134794256,71.7385678885593,0,0,0,0
